ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19824.24609375;-120.706787109375;18079.796875;0;16.37103271484375;0;0;5.0224609375;27602469;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;19688.716796875;-103.46869659423828;18173.865234375;3.5064444541931152;314.64697265625;-3.694772958755493;0;4.5498046875;27602901;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19879.556640625;-118.40206146240234;18166.376953125;2.413700580596924;301.5;-2.1348414421081543;0;1.3095703125;27602577;m2;1342907
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19750.4765625;-120.44696807861328;18019.392578125;0;49.5;0;0;4.7099609375;27602325;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;19751.67578125;-114.88359832763672;18015.439453125;0;132.99996948242188;0;0;1;27601816;m2;1342504
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;20133.3203125;-67.91896057128906;17624.12109375;-3.0253524780273438;172.00006103515625;6.592931270599365;0;1.369140625;27611871;m2;1108757
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20251.0546875;-119.07359313964844;17875.806640625;0;331.3710021972656;0;0;4.33203125;27651475;m2;1334387
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19923.759765625;-127.65696716308594;18016.400390625;0;219.35093688964844;0;0;4.3251953125;27602972;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19758.40625;-136.2333526611328;18154.443359375;-1.1503286361694336;123;3.0701353549957275;0;0.849609375;27602816;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19973.2109375;-121.518798828125;17967.107421875;0;168.49993896484375;0;0;1.009765625;27602546;m2;1342908
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20109.69921875;-126.92166137695312;17761.25390625;0;80.87100219726562;0;0;4.171875;27612074;m2;1334385
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19823.419921875;-125.29978942871094;18032.890625;0;331.44598388671875;0;0;3.9736328125;27602443;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19916.0859375;-141.95510864257812;18054.990234375;0;316.87103271484375;0;0;3.822265625;27602356;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20237.6171875;-134.62411499023438;18028.220703125;0;250.9999542236328;0;0;3.76953125;27651465;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20194.81640625;-101.6788330078125;17646.30859375;0;98.87103271484375;0;0;3.72265625;27611683;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20255.6953125;-117.62703704833984;17710.51953125;4.356256008148193;40.000030517578125;19.663400650024414;0;3.2998046875;27651101;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20257.75390625;-117.73268127441406;17752.7109375;0;124.3709716796875;0;0;3.7021484375;27651162;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;20067.4375;-91.22269439697266;17650.720703125;0;347.99993896484375;0;0;0.7890625;27612890;m2;1342504
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;20166.099609375;-79.41548919677734;17604.021484375;-3.025334358215332;172.00006103515625;6.592912673950195;0;1.1298828125;27611870;m2;1108757
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19736.54296875;-129.6900177001953;18070.7109375;0;263.49993896484375;0;0;3.6298828125;27602468;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20198.568359375;-101.42326354980469;17646.287109375;0;242.5;0;0;3.5498046875;27612008;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19961.4453125;-139.3460235595703;18077.314453125;0;302.8709716796875;0;0;3.5224609375;27601811;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19729.62890625;-123.6055908203125;18040.298828125;0;2.35101318359375;0;0;3.5048828125;27602360;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20107.4296875;-121.54985809326172;17746.875;0;356.5;0;0;3.3896484375;27612046;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19759.91015625;-109.91761779785156;18015.208984375;0;249.5000457763672;0;0;3.3798828125;27602319;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20257.65625;-118.22412109375;17743.662109375;0;268;0;0;3.33984375;27650931;m2;1334386
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19960.44140625;-146.39044189453125;18092.638671875;0;228.99993896484375;0;0;3.2890625;27601820;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20247.8046875;-117.03726196289062;17875.63671875;0;223.3709716796875;0;0;3.232421875;27651490;m2;1334387
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20145.84765625;-127.65672302246094;18043.056640625;0;71.0001220703125;0;0;3.19921875;27601582;m2;1334379
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20198.08203125;-137.828369140625;17973.166015625;0;23.5001220703125;0;0;3.19921875;27602419;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;19776.69140625;-87.46800994873047;17965.779296875;0;30;0;0;0.759765625;27602965;m2;1342906
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19839.341796875;-126.43544006347656;18116.107421875;0;54.5;0;0;3.08984375;27602930;m2;1334387
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19965.974609375;-137.3712921142578;18080.517578125;2.73805570602417;181;1.659231185913086;0;0.8798828125;27602772;m2;1342907
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20248.451171875;-128.3020782470703;17956.130859375;0;262.8710021972656;0;0;3.0625;27650918;m2;1334386
..\..\world\expansion06\doodads\araknashal\7an_rock_05.obj;20008.22265625;-101.79985809326172;17837.158203125;16.10338592529297;258;-1.2963318824768066;0;2.259765625;27602733;m2;1032689
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20008.9296875;-91.6939468383789;17802.029296875;0;299.6749572753906;0;0;2.95703125;27602367;m2;1334379
..\..\world\critter\birds\bird01.obj;19826.759765625;24.10690689086914;17643.1640625;0;80.5;0;0;1;27843807;m2;190719
..\..\world\critter\birds\bird01.obj;19838.68359375;22.51142120361328;17583.091796875;0;21.5;0;0;1;27843856;m2;190719
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19985.107421875;-138.530029296875;18063.125;0;336.0760498046875;0;0;2.8603515625;27601822;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20188.357421875;-95.00714874267578;17623.349609375;0;281.9999694824219;0;0;2.859375;27611961;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20250.857421875;-124.9377212524414;17723.349609375;0;281.9999694824219;0;0;2.859375;27650887;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19931.42578125;-137.04598999023438;18101.357421875;0;341.5;0;0;2.849609375;27602495;m2;1334387
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19947.77734375;-109.76299285888672;17936.49609375;0;318.9999694824219;0;0;0.7998046875;27602326;m2;1342907
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19946.40625;-136.9227294921875;18118.955078125;0;27;0;0;2.83984375;27602502;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20057.08203125;-116.54781341552734;17690.240234375;0;0;0;0;2.8291015625;27612903;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19866.42578125;-123.51815032958984;18095.857421875;0;343.37103271484375;0;0;2.822265625;27602488;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20072.763671875;-102.71534729003906;17695.03125;0;232.49993896484375;0;0;2.8193359375;27612889;m2;1334386
..\..\world\critter\birds\bird01.obj;19744.01171875;35.62179946899414;17654.541015625;0;212.49998474121094;0;0;1;27843878;m2;190719
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20081.46484375;-107.07952117919922;17702.439453125;0;125.85104370117188;0;0;2.78515625;27612884;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20255.6953125;-126.25852966308594;17714.08984375;0;287.5;0;0;2.779296875;27651152;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20193.1953125;-97.0293960571289;17614.08984375;0;287.5;0;0;2.779296875;27611685;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19955.63671875;-152.03341674804688;18077.67578125;0;69.35101318359375;0;0;2.7646484375;27601818;m2;1334385
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20264.5546875;-112.45735931396484;17859.048828125;28.29810333251953;17.98699951171875;19.933773040771484;0;2.69921875;27651147;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20202.0546875;-131.9784393310547;18125.716796875;28.29810333251953;17.98699951171875;19.933773040771484;0;2.69921875;27651511;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpbush_b01.obj;19965.69140625;-120.09989166259766;17972.125;-2.868112325668335;78.5;2.9620776176452637;0;0.7294921875;27601810;m2;1342502
..\..\world\critter\birds\bird01.obj;19807.37109375;54.37874221801758;17691.658203125;0;305;0;0;1;27843876;m2;190719
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20210.17578125;-131.77239990234375;18088.5859375;1.650870680809021;174.9439697265625;-1.4891891479492188;0;3.2197265625;27650878;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20272.67578125;-112.57335662841797;17821.919921875;1.6508595943450928;174.9439697265625;-1.489174723625183;0;3.2197265625;27651503;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20243.49609375;-121.92376708984375;17879.3359375;0;87.85098266601562;0;0;2.724609375;27651468;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20247.486328125;-121.1546401977539;17878.556640625;0;103.44608306884766;0;0;2.7236328125;27650862;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20030.16015625;-104.98090362548828;17832.921875;0;335.84307861328125;0;0;2.6884765625;27602361;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20074.697265625;-102.55304718017578;17656.259765625;0;0;0;0;2.6591796875;27612881;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20236.396484375;-113.57450866699219;17773.173828125;0;163.5760498046875;0;0;2.630859375;27650684;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20224.544921875;-111.17340850830078;17815.908203125;0;305.5760498046875;0;0;2.630859375;27650700;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20253.818359375;-122.87657165527344;17757.197265625;0;55.076019287109375;0;0;2.630859375;27651157;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19866.865234375;-125.63603973388672;18093.126953125;0;320;0;0;2.58984375;27602595;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19892.4375;-133.1713409423828;18055.56640625;0;19.000030517578125;0;0;2.58984375;27602645;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20232.64453125;-134.543701171875;18043.095703125;0;155.5;0;0;2.58984375;27650872;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19750.28515625;-126.31777954101562;18105.8046875;0;193.85101318359375;0;0;2.5849609375;27602473;m2;1334385
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;20086.869140625;-120.54061126708984;17983.611328125;0;270;0;0;0.83984375;27602414;m2;1342906
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20088.56640625;-100.1227035522461;17703.546875;0;85.07598876953125;0;0;2.5302734375;27612877;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19947.59765625;-137.62554931640625;18116.15625;0;19.500030517578125;0;0;2.529296875;27602536;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20253.505859375;-119.71074676513672;17722.908203125;0;331.5000305175781;0;0;2.529296875;27651223;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19823.216796875;-121.14203643798828;18075.5546875;0;107.5;0;0;2.51953125;27602799;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20056.408203125;-99.14031219482422;17660.1015625;0;0;0;0;2.4599609375;27612911;m2;1334386
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19987.20703125;-85.9762954711914;17819.138671875;0;68.04541015625;0;0;2.44921875;27602357;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_b02.obj;19844.1875;-129.31622314453125;18125.474609375;4.898212909698486;355;-6.964697360992432;0;6.3193359375;27602782;m2;1342894
..\..\world\expansion06\doodads\7xp_bullkelp_b01.obj;19840.56640625;-129.53594970703125;18122.814453125;0;282.5;0;0;6.9794921875;27602801;m2;1342893
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20190.87890625;-85.8301773071289;17610.22265625;0;314.4999694824219;0;0;2.4091796875;27611968;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20253.37890625;-116.64092254638672;17710.22265625;0;314.4999694824219;0;0;2.4091796875;27651222;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20197.017578125;-129.41537475585938;18036.064453125;0;352.5001220703125;0;0;2.3994140625;27602614;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19989.78125;-135.5210723876953;18042.630859375;0;302.07598876953125;0;0;2.390625;27601825;m2;1334385
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19933.25;-105.87650299072266;17953.046875;0;171.0760498046875;0;0;2.390625;27602318;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20215.28515625;-110.93235778808594;17861.068359375;12.768041610717773;119.26708984375;16.68918800354004;0;2.19921875;27651138;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;20111.783203125;-125.58438110351562;18021.06640625;0;32;0;0;0.5693359375;27601583;m2;1342906
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20157.01171875;-128.41563415527344;18004.16015625;0;84.00018310546875;0;0;2.359375;27602426;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19928.6953125;-137.261962890625;18099.966796875;0;321.9999694824219;0;0;2.359375;27602652;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20103.416015625;-102.4061279296875;17721.2578125;0;127.87106323242188;0;0;2.3525390625;27612076;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20215.978515625;-109.83999633789062;17824.154296875;0;203.49993896484375;0;0;2.349609375;27650657;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20238.0703125;-112.98066711425781;17761.40234375;0;61.499969482421875;0;0;2.349609375;27650706;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20264.451171875;-120.60218811035156;17762.51953125;0;313.0000305175781;0;0;2.349609375;27651164;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19924.26953125;-120.97794342041016;17999.759765625;0;131.00006103515625;0;0;2.33984375;27602327;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20296.4375;-120.8632583618164;17889.076171875;8.951319694519043;335.49993896484375;21.928857803344727;0;2.0498046875;27650886;m2;1342896
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20116.28125;-129.25503540039062;17752.35546875;0;0;0;0;2.2998046875;27612070;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19732.189453125;-120.55477142333984;18075.896484375;0;103.50003051757812;0;0;2.2998046875;27602778;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19934.5625;-108.78114318847656;17962.474609375;0;50.000030517578125;0;0;2.26953125;27602545;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20171.626953125;-103.4129409790039;17733.447265625;4.6470513343811035;119.26708984375;3.56298565864563;0;2.19921875;27611744;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20195.61328125;-94.96168518066406;17607.138671875;4.356248378753662;157.5;19.66339683532715;0;2;27612001;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19928.416015625;-123.26103973388672;18015.435546875;0;324.37103271484375;0;0;2.22265625;27602317;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20263.4375;-120.9842300415039;17742.908203125;0;0;0;0;2.2099609375;27650667;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20063.4921875;-127.11019134521484;17720.986328125;0;0;0;0;2.189453125;27612888;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20231.84765625;-105.21614074707031;17763.33203125;0;222.37095642089844;0;0;2.1826171875;27650664;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20222.0703125;-103.58940124511719;17826.46484375;0;4.37091064453125;0;0;2.1826171875;27650692;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20264.595703125;-116.63980102539062;17756.005859375;0;113.8709716796875;0;0;2.1826171875;27651160;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20202.349609375;-109.09635925292969;17818.1171875;0;0;0;0;2.169921875;27650677;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19817.15625;-121.19387817382812;18138.916015625;0;279.8709716796875;0;0;2.162109375;27601572;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20066.517578125;-130.79391479492188;17964.021484375;0;179.35089111328125;0;0;2.1552734375;27602809;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20158.25;-125.8526611328125;17925.380859375;0;270;0;0;2.1396484375;27602417;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20234.53515625;-133.42724609375;18039.4375;0;17.85101318359375;0;0;2.134765625;27650861;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20233.78515625;-133.04396057128906;18026.6875;0;113.35098266601562;0;0;2.134765625;27650938;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20198.42578125;-123.5441665649414;17930.923828125;0;301.00006103515625;0;0;2.119140625;27602333;m2;1334385
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20178.87109375;-120.80536651611328;17944.71875;0;31.50018310546875;0;0;2.119140625;27602686;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20139.986328125;-127.04975128173828;18052.298828125;0;79.00015258789062;0;0;2.119140625;27602691;m2;1334385
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19920.8046875;-89.49579620361328;17884.916015625;0;172;0;0;0.529296875;27602549;m2;1342908
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20246.986328125;-125.18536376953125;17952.666015625;0;275.4999694824219;0;0;2.109375;27650884;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20269.14453125;-116.85047912597656;17747.205078125;0;220.5;0;0;2.099609375;27650895;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19944.697265625;-109.98087310791016;17958.57421875;0;343.50006103515625;0;0;2.0791015625;27602365;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpblue_b01.obj;19973.830078125;-114.1728515625;17940.19921875;0;279.4999694824219;0;0;2.0791015625;27602573;m2;1334380
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20086.7578125;-132.78036499023438;17755.12109375;0;0;0;0;2.0498046875;27612891;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20103.05859375;-119.15516662597656;17738.056640625;-0.9770283699035645;273.8509521484375;1.5150995254516602;0;2.025390625;27612068;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20190.76953125;-106.72382354736328;17648.341796875;0;29.576019287109375;0;0;2.041015625;27611684;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20166.609375;-129.1538848876953;17811.90234375;0;189.49996948242188;0;0;2.0390625;27602451;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19794.515625;-121.1139907836914;18034.443359375;0;58;0;0;2.0390625;27602501;m2;1334385
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20260.33203125;-120.27593231201172;17736.583984375;0;1;0;0;2.0390625;27650962;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19864.701171875;-118.5673828125;18029.8828125;0;237.00003051757812;0;0;2.01953125;27602483;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20215.09765625;-110.56804656982422;17859.75;31.65329933166504;350.99737548828125;37.289215087890625;0;1.76953125;27651120;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19964.15625;-136.8411102294922;18073.064453125;0;72;0;0;1.9892578125;27602784;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19802.650390625;-120.38838958740234;18126.666015625;0;72;0;0;1.9892578125;27601814;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19907.28515625;-134.14877319335938;18100;0;117.00003051757812;0;0;1.9892578125;27602705;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19866.697265625;-124.84866333007812;18028.359375;0;130.35101318359375;0;0;1.9853515625;27602647;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19934.38671875;-138.36203002929688;18101.0546875;0;308.0759582519531;0;0;1.98046875;27602500;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19804.583984375;-122.16319274902344;18032.384765625;0;58;0;0;1.9697265625;27602532;m2;1334385
..\..\world\expansion06\doodads\araknashal\7an_rock_07.obj;19987.208984375;-85.73652648925781;17798.298828125;-8.339978218078613;119.5;16.813568115234375;0;3.5791015625;27602710;m2;1116142
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20252.62109375;-121.7807388305664;17747.287109375;0;0;0;0;1.919921875;27650674;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20083.6640625;-98.05296325683594;17692.2421875;0;0;0;0;1.8994140625;27612885;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19953.81640625;-135.9501495361328;18071.78515625;0;74.50003051757812;0;0;1.869140625;27602770;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;19931.330078125;-98.65250396728516;17926.775390625;0;170;0;0;0.529296875;27602963;m2;1342906
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19863.81640625;-123.76393127441406;18096.0859375;0;92.5;0;0;1.8291015625;27602908;m2;1334387
..\..\world\expansion06\doodads\7xp_seagrass_b01.obj;20078.87890625;-117.92478942871094;17730.091796875;-20.98157501220703;239.49993896484375;-3.1267032623291016;0;2.3798828125;27612900;m2;1344518
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19749.197265625;-116.20066833496094;18138.7890625;0;37;0;0;1.8193359375;27602788;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19927.482421875;-124.7630386352539;18018.1484375;0;80.85113525390625;0;0;1.8154296875;27602323;m2;1334385
..\..\world\expansion06\doodads\7xp_seagrass_a02.obj;20218.19140625;-132.9940948486328;18047.689453125;-11.177062034606934;318.9757080078125;-2.7521016597747803;0;3.3671875;27650967;m2;1344517
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;20217.609375;-106.03410339355469;17790.0546875;0;359.49993896484375;0;0;1.7998046875;27650680;m2;1334379
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20215.142578125;-111.8914566040039;17828.916015625;0;345.8509521484375;0;0;1.794921875;27650689;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20235.798828125;-114.13630676269531;17757.134765625;0;203.85101318359375;0;0;1.794921875;27650711;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20269.220703125;-122.24916076660156;17761.71875;0;95.35101318359375;0;0;1.794921875;27651135;m2;1334386
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19981.541015625;-119.09304809570312;17934.158203125;0;288.4999694824219;0;0;1.7890625;27602566;m2;1334379
